Gene	ExonID	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14	sample15	sample16	sample17	sample18	sample19	sample20
MRE11A	chr11:94212840-94212927:-	6.23425246983458	3.90371380593671	7.58393100540003	5.27686903748145	7.05316313247306	9.91892681845947	4.10505211200914	5.8505341653327	10.9644851678246	7.36477212933506	10.770482491508	11.7914014302278	6.29855332118941	13.0353091337161	9.49922518619846	7.41511960601727	3.14356372177468	6.63933616480191	6.72189797575337	2.44680650009219
MRE11A	chr11:94219090-94219250:-	6.24715982484459	2.48285896725415	4.56502679277794	3.86283669558314	6.00801828498149	8.56600984371804	3.19111849480131	3.71509988284554	7.69315535672921	5.23310516519212	8.29527844066452	7.0797234260167	5.11621618981362	9.6957258690687	7.58323239774326	4.93581296448748	3.38871396370742	5.60353180149522	4.24268863657429	0.972643577676399
MRE11A	chr11:94223999-94224131:-	5.628795619694	1.54974502972525	4.89090287356911	4.05259007712056	7.33347144171205	8.48801597216742	3.01791633965584	6.09117975461883	7.25469695314708	5.36022512871905	7.38547370846261	6.67883890534207	3.93593808207993	7.86907894995588	7.40165191595757	5.05197458752848	4.9109976271668	4.71595483444134	3.33567869473475	0.956646150411984
MRE11A	chr11:94225808-94226072:-	1.78989701413804	0.447822263020664	1.84897940537673	1.65844455463703	2.31176451996961	3.46950335808454	0.93908445799253	2.17138582118452	2.37571181369484	1.90218013906516	1.8533358551425	2.58075955831401	0.61004856066866	2.90067956603213	2.90542339359397	2.68179928213141	2.00080911096602	2.62625905564418	0.611191442179911	0.147731713213113
MRE11A	chr11:94226850-94227040:-	1.13696227416704	0.654025349685731	0.707679425780585	1.38927292535039	1.81472559279785	4.69184280082941	0.672473923642684	1.22884641230579	2.47210849723482	1.58349027283434	1.75936677348193	3.25138119716579	0.564268302189162	2.56949041703088	2.56261820261458	2.26631824151562	2.29321053351102	4.00364034822364	0.663642881674977	0.409936167554713
ATM	chr11:108093559-108093913:+	0.305858865304091	0.246318842966147	0.118984833031771	0.280300488107667	0.11353180092512	0.819592075140313	0.248744315769943	0.0853101916403112	0.578288699291916	0.182563365459573	0.509701706640377	0.132860861185666	0.216851601042515	0.732869420150264	0.387292353773844	0.309385550985967	0.021645822184364	0.217827433410237	0.0793463476681819	0.110278602821056
ATM	chr11:108098322-108098423:+	1.51272302576869	2.44938905470538	3.06444270955355	1.86981493905155	1.97567594747144	4.56400292823233	0.94443028982171	3.34027037121071	4.09243195528315	1.62377982459414	4.81503923149768	2.234971512919	2.79249586244454	6.31871261424119	3.55853327408673	2.21690626931986	0.602687598074449	0.926597088743981	0.483273710675079	1.15143835298456
ATM	chr11:108098503-108098615:+	1.56775818009852	1.98985765683145	4.63514367261819	1.98132756527433	1.92602179091553	5.04665633524451	0.852494597892163	3.14911625557211	3.33070408662969	2.61279231491061	4.19381619138363	2.01740791431626	3.20191943663218	7.16876593906035	3.65014475016941	3.65915654263465	0.544018893837113	1.1405418711008	0.249273924090306	2.33854072575183
ATM	chr11:108099905-108100091:+	0.794561589292643	0.935221275432965	2.12327480121401	1.24161624411328	0.0862113140714812	3.14293838012363	0.171714598149402	1.82196565702403	2.8543340612109	2.46455119622193	2.94892354847705	1.21907537068309	0.205835075855863	3.47819042985753	3.23503024916976	2.07295131676662	0.575292707252883	0.781098372329637	0.715496143077389	0.471042962584593
ATM	chr11:108106397-108106561:+	0.311712623491729	0.113562583445431	2.96957298439292	2.2112594061827	1.17247387137214	4.44367921466984	0.0486524694756638	2.0648944112939	3.48375131573433	2.00758232858911	4.07320065133392	1.2863347014794	0.419903554745961	4.26447226642533	3.03308593664582	2.34934482566884	0.186285257586648	0.729025147507661	0.170714869225482	0.118633042428712
ATM	chr11:108114680-108114845:+	0.275408743647311	0	2.90079288722636	2.49765746180275	1.45676346970184	3.26010028442861	0	1.77879458322305	1.8550526046563	1.90872809135109	4.46391081575752	1.08916559395679	0.185499562337573	4.41688278683113	2.48473708897075	2.8411504442953	0	0.517595306965422	0.127264849799117	0
ATM	chr11:108115515-108115753:+	0.406487172893677	0.156801893460219	3.07518541270815	2.94911688586083	1.01181061075525	3.33563686815474	0.134354099807273	1.61562868163999	3.09227178951912	1.71741966530659	2.66783499371243	1.51298316817428	0.515362800803968	4.3790271980926	2.23203551501294	2.18960903731269	0	0.539252014369833	0.324108250673902	0.0819014728064332
ATM	chr11:108117691-108117854:+	0.66207254379849	0	2.52407459827763	2.32586736321047	0.835566364125728	3.15792824561685	0	1.06182578466942	3.33808923981513	1.66855000003363	4.25565405762022	0.910717996643612	0.985749198641432	3.42516923428044	2.98451266280112	2.48185360394589	0.14056585747773	1.25737786765259	0.343511627100056	0.119356414638643
ATM	chr11:108119660-108119829:+	0.705937412025386	0.110222507461742	2.48468327801639	2.68277795603049	0.80607578656835	4.38144281110304	0.0472215144910855	2.3604577289889	3.58255518708394	1.65201947371751	4.51093149056098	2.08083554651079	0	3.99991899433616	3.33208115664485	3.00232449045032	0.226007849277918	1.01083318772071	0.579928452810094	0.172715752947684
ATM	chr11:108121428-108121799:+	0.645211613141482	0.21827216979431	2.77055544011075	2.22909214332934	1.21344742064053	4.05147276068689	0.237376968006263	2.74764175696365	3.23758762829381	1.74220415962765	4.05340738927719	3.127468479702	1.46928618394532	4.16447854155523	3.19328792337402	3.03930698213206	0.0826265255424648	1.15484974403575	0.397531600716597	0.157858483876916
ATM	chr11:108122564-108122758:+	1.08433365607807	0.0320304722538396	2.29610218819771	1.36077501918936	0.826744396480358	3.67051158574377	0.0411674741717156	2.52375983602587	2.31612038024096	1.40329333336162	5.03727181141296	1.57218685736371	0.434259231831293	4.09356258283233	2.70747147007438	3.71076003233847	0.118219490391527	1.01342506768922	0.39724036877468	0.200763610263975
ATM	chr11:108123544-108123639:+	0.892926786044016	0.0650618967656118	4.04796317376837	2.07305569329629	0.0839662277675364	5.15233143069978	0.167242863822594	1.73508488726779	2.99384878695919	1.50023135967936	4.39794701736575	1.6376946430872	0.0801899149688467	5.60495895311417	3.09349767576858	3.43224595625057	0.0800444466192627	0.268502565488313	0.0733540453703244	0
ATM	chr11:108124541-108124766:+	0.455155600673764	0.138184559502184	1.79424916359414	2.12809257010946	1.31968159747916	3.70774751160821	0.0710412164910136	2.01007420568432	2.69484239736403	1.81620929207201	2.63066652004973	1.84349343894417	0.204377836380777	3.87218014226618	2.6767728167909	2.71578024648665	0.0340011808648196	0.836397372140585	0.155796202556441	0.043306309736145
ATM	chr11:108126942-108127067:+	0.498905124900783	0	2.54778634539458	1.84271617181892	0.959614031628988	5.31108674088941	0.0637115671705122	2.1632227165936	4.07326365572679	2.57182518802177	3.41920079095491	3.36897183720795	0.672067858786524	4.7866525439468	3.79730931628736	3.02524760289499	0.121972490086496	0.818293532916763	0.335332778835769	0.233029190484971
ATM	chr11:108128208-108128333:+	0.861745215737717	0.247854844821378	2.68188036357325	1.51365971256554	1.53538245060638	4.75688638531834	0.0637115671705122	1.56232751753983	3.58447201703958	2.28606683379713	3.14566472767852	2.74508816365092	0.610970780715022	4.83358051006392	3.92825101684899	2.0510153239966	0	0.477337894201445	0.335332778835769	0.233029190484971
